Date	USD
2/12/15	1.1328
2/13/15	1.1381
2/16/15	1.1408
2/17/15	1.1415
2/18/15	1.1372
2/19/15	1.1387
2/20/15	1.1298
2/23/15	1.1298
2/24/15	1.1328
2/25/15	1.1346
2/26/15	1.1317
2/27/15	1.124
3/2/15	1.1227
3/3/15	1.1168
3/4/15	1.1124
3/5/15	1.1069
3/6/15	1.0963
3/9/15	1.086
3/10/15	1.0738
3/11/15	1.0578
3/12/15	1.0613
3/13/15	1.0572
3/16/15	1.0557
3/17/15	1.0635
3/18/15	1.0592
3/19/15	1.0677
3/20/15	1.0776
3/23/15	1.0912
3/24/15	1.095
3/25/15	1.0985
3/26/15	1.0973
3/27/15	1.0856
3/30/15	1.0845
3/31/15	1.0759
4/1/15	1.0755
4/2/15	1.083
4/7/15	1.0847
4/8/15	1.0862
4/9/15	1.0774
4/10/15	1.057
4/13/15	1.0552
4/14/15	1.0564
4/15/15	1.0579
4/16/15	1.0711
4/17/15	1.0814
4/20/15	1.0723
4/21/15	1.07
4/22/15	1.0743
4/23/15	1.0772
4/24/15	1.0824
4/27/15	1.0822
4/28/15	1.0927
4/29/15	1.1002
4/30/15	1.1215
5/4/15	1.1152
5/5/15	1.1117
5/6/15	1.123
5/7/15	1.1305
5/8/15	1.1221
5/11/15	1.1142
5/12/15	1.1239
5/13/15	1.1221
5/14/15	1.1419
5/15/15	1.1328
5/18/15	1.1389
5/19/15	1.118
5/20/15	1.1118
5/21/15	1.1133
5/22/15	1.1164
5/25/15	1.0978
5/26/15	1.0926
5/27/15	1.0863
5/28/15	1.0896
5/29/15	1.097
6/1/15	1.0944
6/2/15	1.1029
6/3/15	1.1134
6/4/15	1.1317
6/5/15	1.1218
6/8/15	1.1162
6/9/15	1.1249
6/10/15	1.1279
6/11/15	1.1232
6/12/15	1.122
6/15/15	1.1218
6/16/15	1.1215
6/17/15	1.1279
6/18/15	1.1404
6/19/15	1.1299
6/22/15	1.1345
6/23/15	1.1204
6/24/15	1.1213
6/25/15	1.1206
6/26/15	1.1202
6/29/15	1.1133
6/30/15	1.1189
7/1/15	1.11
7/2/15	1.1066
7/3/15	1.1096
7/6/15	1.1008
7/7/15	1.0931
7/8/15	1.1024
7/9/15	1.1054
7/10/15	1.1185
7/13/15	1.1049
7/14/15	1.1031
7/15/15	1.1009
7/16/15	1.0867
7/17/15	1.0889
7/20/15	1.0852
7/21/15	1.0867
7/22/15	1.0902
7/23/15	1.0999
7/24/15	1.0939
7/27/15	1.1058
7/28/15	1.1025
7/29/15	1.103
7/30/15	1.0955
7/31/15	1.0967
8/3/15	1.0951
8/4/15	1.0973
8/5/15	1.0883
8/6/15	1.0885
8/7/15	1.0941
8/10/15	1.096
8/11/15	1.1055
8/12/15	1.1155
8/13/15	1.1109
8/14/15	1.1171
8/17/15	1.11
8/18/15	1.106
8/19/15	1.1041
8/20/15	1.1183
8/21/15	1.1281
8/24/15	1.1497
8/25/15	1.1506
8/26/15	1.1402
8/27/15	1.1284
8/28/15	1.1268
8/31/15	1.1215
9/1/15	1.1236
9/2/15	1.1255
9/3/15	1.1229
9/4/15	1.1138
9/7/15	1.1146
9/8/15	1.1162
9/9/15	1.1139
9/10/15	1.1185
9/11/15	1.1268
9/14/15	1.1305
9/15/15	1.132
9/16/15	1.1228
9/17/15	1.1312
9/18/15	1.1419
9/21/15	1.125
9/22/15	1.1155
9/23/15	1.115
9/24/15	1.1241
9/25/15	1.1151
9/28/15	1.117
9/29/15	1.1204
9/30/15	1.1203
10/1/15	1.1153
10/2/15	1.116
10/5/15	1.1236
10/6/15	1.1224
10/7/15	1.1266
10/8/15	1.1254
10/9/15	1.1362
10/12/15	1.1373
10/13/15	1.1374
10/14/15	1.141
10/15/15	1.1439
10/16/15	1.136
10/19/15	1.1333
10/20/15	1.1373
10/21/15	1.1354
10/22/15	1.1313
10/23/15	1.1084
10/26/15	1.1011
10/27/15	1.1061
10/28/15	1.1085
10/29/15	1.093
10/30/15	1.1017
11/2/15	1.1032
11/3/15	1.0976
11/4/15	1.0935
11/5/15	1.0883
11/6/15	1.0864
11/9/15	1.0776
11/10/15	1.0711
11/11/15	1.0716
11/12/15	1.0726
11/13/15	1.0764
11/16/15	1.0723
11/17/15	1.067
11/18/15	1.0666
11/19/15	1.0687
11/20/15	1.0688
11/23/15	1.0631
11/24/15	1.0651
11/25/15	1.0586
11/26/15	1.0612
11/27/15	1.058
11/30/15	1.0579
12/1/15	1.06
12/2/15	1.0612
12/3/15	1.0671
12/4/15	1.0902
12/7/15	1.0809
12/8/15	1.0875
12/9/15	1.0941
12/10/15	1.0943
12/11/15	1.095
12/14/15	1.0983
12/15/15	1.099
12/16/15	1.0933
12/17/15	1.0841
12/18/15	1.0836
12/21/15	1.087
12/22/15	1.0952
12/23/15	1.0916
12/24/15	1.0947
12/28/15	1.0962
12/29/15	1.0952
12/30/15	1.0926
12/31/15	1.0887
